# ProgramName, Host, Guest, Day, StartTime, EndTime [,ordinal]
Folk Espresso, Diane Hunt, -, Monday, 05:30, 07:00, 14
Folk Espresso, Jonathan Lay, -, Monday, 05:30, 07:00, 2
Folk Espresso, Sam Bouman, -, Monday, 05:30, 07:00, 3
Folk Espresso, Diane Hunt, -, Monday, 05:30, 07:00, 5
Democracy Now - AM, Amy Goodman and Juan Gonzalez, -, Monday, 07:00, 08:00
Democracy Now - AM, Amy Goodman and Juan Gonzalez, -, Tuesday, 07:00, 08:00
Democracy Now - AM, Amy Goodman and Juan Gonzalez, -, Wednesday, 07:00, 08:00
Democracy Now - AM, Amy Goodman and Juan Gonzalez, -, Thursday, 07:00, 08:00
Democracy Now - AM, Amy Goodman and Juan Gonzalez, -, Friday, 07:00, 08:00
More Talk Radio, Celeste Carey and Cecil Prescod, -, Monday, 08:00, 09:00
Old Mole Variety Hour, -, -, Monday, 09:00, 10:00
Air Cascadia, -, -, Monday, 10:00, 10:15
Air Cascadia, -, -, Tuesday, 10:00, 10:15
Air Cascadia, -, -, Wednesday, 10:00, 10:15
Air Cascadia, -, -, Thursday, 10:00, 10:15
Air Cascadia, -, -, Friday, 10:00, 10:15
Locus Focus, -, -, Monday, 10:15, 10:30
Flashpoints, -, -, Tuesday, 10:15, 10:30
Flashpoints, -, -, Wednesday, 10:15, 10:30
Flashpoints, -, -, Thursday, 10:15, 10:30
Flashpoints, -, -, Friday, 10:15, 10:30
Healthwatch, Dr. Naimon, -, Monday, 10:30, 11:30, 12
Disability Awareness, Grace Eagle Reed, -, Monday, 10:30, 11:30, 4
Madness Radio, -, -, Monday, 11:30, 12:00, 1
Voices For The Animals, -, -, Monday, 11:30, 12:00, 4
Hillbilly Noontime Jamboree, Hawk and Retta, -, Monday, 12:00, 14:00
The Monday Sampler, Ed Mellnik, -, Monday, 14:00, 16:00, 1
The Monday Sampler, Fortunado, -, Monday, 14:00, 16:00, 2345
Democracy Now - PM, Amy Goodman and Juan Gonzalez, -, Monday, 16:00, 17:00
Democracy Now - PM, Amy Goodman and Juan Gonzalez, -, Tuesday, 16:00, 17:00
Democracy Now - PM, Amy Goodman and Juan Gonzalez, -, Wednesday, 16:00, 17:00
Democracy Now - PM, Amy Goodman and Juan Gonzalez, -, Thursday, 16:00, 17:00
Democracy Now - PM, Amy Goodman and Juan Gonzalez, -, Friday, 16:00, 17:00
KBOO Evening News, -, -, Monday, 17:00, 18:00
KBOO Evening News, -, -, Tuesday, 17:00, 18:00
KBOO Evening News, -, -, Wednesday, 17:00, 18:00
KBOO Evening News, -, -, Thursday, 17:00, 18:00
KBOO Evening News, -, -, Friday, 17:00, 17:30
Labor Radio, -, -, Monday, 18:00, 18:30
Prison Pipeline, -, -, Monday, 18:30, 19:00
Hard Knock Radio, Davey D., -, Monday, 19:00, 20:00
Hard Knock Radio, Davey D., -, Tuesday, 19:00, 20:00
Hard Knock Radio, Davey D., -, Wednesday, 19:00, 20:00
Hard Knock Radio, Davey D., -, Thursday, 19:00, 20:00
Hard Knock Radio, Davey D., -, Friday, 19:00, 20:00
A Different Nature, -, -, Monday, 20:00, 22:00
Poetic License, -, -, Monday, 22:00, 23:00, 1
Walking Earth, Walt C. and Barbara L., -, Monday, 22:00, 23:00, 23
Poetry and Everything, Judith Arcana, -, Monday, 22:00, 23:00, 4
The Holy Crowley Hour or Two, -, -, Monday, 22:00, 23:59, 5
